Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Abstract
The Follow-Up of Eating Disorders from Adolescence to Early Adulthood: A Systematic Review.,Filipponi C; Visentini C; Filippini T; Cutino A; Ferri P; Rovesti S; Latella E; Di Lorenzo R,"Eating disorders (EDs) are common among children and adolescents and are characterized by excessive concerns for physical appearance, distorted body image, and fear of gaining weight. The purpose of this review is to evaluate the follow-up of EDs from adolescence to adulthood, analyzing persistence, relapses, and associated comorbidities. We searched scientific articles in PubMed, PsycInfo, Scopus, and Embase through two research strings, one for quantitative outcomes (recovery/persistence, relapse, and remission) and one for the other outcomes (psychiatric and medical comorbidities, substance use, and social-relational complications). From a total of 8043 retrieved articles, we selected 503 papers after exclusion of duplicates and title/abstract screening. After a full-text evaluation, we included 16 studies eligible for this review. We performed a meta-analysis describing the quantitative results, and we created a narrative synthesis for the qualitative outcomes. Results: Our results confirm that EDs can persist in early adulthood in 40.7% of cases with a relapse percentage of 24.5%. Individuals with an ED more frequently present with an empathy deficit and comorbid anxiety and depressive disorders. EDs are chronic and complex disorders, more frequent in females. In most cases, EDs reduce the autonomy of individuals who present many difficulties in affirming their independence from parental family.",2022,Dec,Int J Environ Res Public Health,19,23,,,10.3390/ijerph192316237,36498309,#24,Filipponi 2022,,Adolescents; ED phenomenology; Longer term outcomes,
"Outcomes in people with eating disorders: a transdiagnostic and disorder-specific systematic review, meta-analysis and multivariable meta-regression analysis.",Solmi M; Monaco F; Højlund M; Monteleone AM; Trott M; Firth J; Carfagno M; Eaton M; De Toffol M; Vergine M; Meneguzzo P; Collantoni E; Gallicchio D; Stubbs B; Girardi A; Busetto P; Favaro A; Carvalho AF; Steinhausen HC; Correll CU,"Eating disorders (EDs) are known to be associated with high mortality and often chronic and severe course, but a recent comprehensive systematic review of their outcomes is currently missing. In the present systematic review and meta-analysis, we examined cohort studies and clinical trials published between 1980 and 2021 that reported, for DSM/ICD-defined EDs, overall ED outcomes (i.e., recovery, improvement and relapse, all-cause and ED-related hospitalization, and chronicity); the same outcomes related to purging, binge eating and body weight status; as well as mortality. We included 415 studies (N=88,372, mean age: 25.7±6.9 years, females: 72.4%, mean follow-up: 38.3±76.5 months), conducted in persons with anorexia nervosa (AN), bulimia nervosa (BN), binge eating disorder (BED), other specified feeding and eating disorders (OSFED), and/or mixed EDs, from all continents except Africa. In all EDs pooled together, overall recovery occurred in 46% of patients (95% CI: 44-49, n=283, mean follow-up: 44.9±62.8 months, no significant ED-group difference). The recovery rate was 42% at <2 years, 43% at 2 to <4 years, 54% at 4 to <6 years, 59% at 6 to <8 years, 64% at 8 to <10 years, and 67% at ≥10 years. Overall chronicity occurred in 25% of patients (95% CI: 23-29, n=170, mean follow-up: 59.3±71.2 months, no significant ED-group difference). The chronicity rate was 33% at <2 years, 40% at 2 to <4 years, 23% at 4 to <6 years, 25% at 6 to <8 years, 12% at 8 to <10 years, and 18% at ≥10 years. Mortality occurred in 0.4% of patients (95% CI: 0.2-0.7, n=214, mean follow-up: 72.2±117.7 months, no significant ED-group difference). Considering observational studies, the mortality rate was 5.2 deaths/1,000 person-years (95% CI: 4.4-6.1, n=167, mean follow-up: 88.7±120.5 months; significant difference among EDs: p<0.01, range: from 8.2 for mixed ED to 3.4 for BN). Hospitalization occurred in 26% of patients (95% CI: 18-36, n=18, mean follow-up: 43.2±41.6 months; significant difference among EDs: p<0.001, range: from 32% for AN to 4% for BN). Regarding diagnostic migration, 8% of patients with AN migrated to BN and 16% to OSFED; 2% of patients with BN migrated to AN, 5% to BED, and 19% to OSFED; 9% of patients with BED migrated to BN and 19% to OSFED; 7% of patients with OSFED migrated to AN and 10% to BN. Children/adolescents had more favorable outcomes across and within EDs than adults. Self-injurious behaviors were associated with lower recovery rates in pooled EDs. A higher socio-demographic index moderated lower recovery and higher chronicity in AN across countries. Specific treatments associated with higher recovery rates were family-based therapy, cognitive-behavioral therapy (CBT), psychodynamic therapy, and nutritional interventions for AN; self-help, CBT, dialectical behavioral therapy (DBT), psychodynamic therapy, nutritional and pharmacological treatments for BN; CBT, nutritional and pharmacological interventions, and DBT for BED; and CBT and psychodynamic therapy for OSFED. In AN, pharmacological treatment was associated with lower recovery, and waiting list with higher mortality. These results should inform future research, clinical practice and health service organization for persons with EDs.",2024,Feb,World Psychiatry,23,1,124-138,,10.1002/wps.21182,38214616,#25,Solmi 2024,,Longer term outcomes,
The effectiveness of compassion focused therapy with clinical populations: A systematic review and meta-analysis.,Millard LA; Wan MW; Smith DM; Wittkowski A,"BACKGROUND: Over the last 20 years, compassion focused therapy (CFT) has gained popularity as an emerging 'third wave' intervention. Although previous reviews indicated its potential benefits, a systematic review and meta-analysis of CFT in those with mental health difficulties has yet to be conducted. METHODS: A systematic search of five databases was undertaken, focusing on randomised controlled trials and randomised pilot/feasibility studies of CFT only. No language restrictions were implemented. A narrative synthesis was conducted. Random effects meta-analyses were measured on levels of self-compassion, self-criticism/self-reassurance, fears of compassion and clinical symptomology. RESULTS: Fifteen studies from 2013 to 2022 were included. Findings suggested that CFT was effective in improving compassion-based outcomes and clinical symptomology from baseline to post-intervention and compared to waitlist control. A range of small to large effect sizes were reported for improvements in self-compassion (0.19-0.90), self-criticism (0.15-0.72), self-reassurance (0.43-0.81), fear of self-compassion (0.18), depression (0.24-0.25) and eating disorders (0.18-0.79). Meta-analyses favoured CFT in improving levels of self-compassion and self-reassurance than control groups. LIMITATIONS: The methodological quality of many of the included studies (7/15) was rated as 'unclear' due to a lack of information. There was a distinct gender gap, with 74.88% identifying as female participants. CONCLUSIONS: This review was the first to examine the effectiveness of CFT in clinical populations. The results indicate that CFT has promising clinical implications, suggesting that the intervention increases compassion-based outcomes and reduces clinical symptomology in those with mental health difficulties. However, future research is required into the long-term effects of CFT.",2023,Apr,J Affect Disord,326,,168-192,,10.1016/j.jad.2023.01.010,36649790,#29,Millard 2023,,Psychological treatment,
A systematic review and meta-analysis on the prevalence of mental disorders among children and adolescents in Europe.,Sacco R; Camilleri N; Eberhardt J; Umla-Runge K; Newbury-Birch D,"Most mental disorders appear by age 14, but in most cases, they remain undiagnosed and untreated well into adulthood. A scoping review showed an absence of systematic reviews that address prevalence rates of mental disorders among children and adolescents in Europe that are based on community studies conducted between 2015 and 2020. To estimate the updated pooled prevalence of Anxiety Disorder, Depressive Disorder, Attention Deficit Hyperactivity Disorder (ADHD), Conduct Disorder (CD), Oppositional Defiant Disorder (ODD), Autism Spectrum Disorder, Eating Disorders, Substance Use Disorders (SUD), among children and adolescents living in Europe, a search strategy was conducted using MEDLINE, Embase and Psych Info and studies were also identified from reference lists and gray literature. Eligible studies were evaluated for reliability, validity, and bias. Trends of prevalence rates for each mental disorder were calculated. Almost one in five young people in Europe were found to suffer from a mental disorder, with a pooled prevalence rate of 15.5%. Anxiety disorders had the highest pooled prevalence rate (7.9% (95% CI 5.1-11.8%, I(2): 98.0%)), followed by ADHD (2.9% (95% CI 1.2-6.9%, I(2) = 94.3%)), ODD (1.9% (95% CI 1.0-3.7%, I(2) = 98.4%)), depressive disorder (1.7% (95% CI 1.0-2.9%, I(2) = 97.7%)), CD (1.5% (95% CI 0.6-3.8%, I(2) = 98.8%)) and ASD (1.4% (95% CI 0.4-5.4%, I(2) = 99.7%). No studies on SUD were identified. The mental health of children and adolescents may be improved by introducing routine screening, refining diagnostic sensitivity, raising awareness of mental disorders, minimizing stigma and socioeconomic inequality, as well as developing early intervention services. These facilitators of good mental health need to be prioritized, especially at a time of unprecedented risk factors for poor mental health.",2024,Sep,Eur Child Adolesc Psychiatry,33,9,2877-2894,,10.1007/s00787-022-02131-2,36581685,#34,Sacco 2024,,Adolescents; ED is a sub-group analysis only; Prevalence rates,
Anorexia nervosa and adrenal hormones: a systematic review and meta-analysis.,Thavaraputta S; Ungprasert P; Witchel SF; Fazeli PK,"OBJECTIVE: Anorexia nervosa is a primary psychiatric disorder characterized by self-induced negative energy balance. A number of hormonal responses and adaptations occur in response to starvation and low body weight including changes in adrenocortical hormones. Our objective was to systematically review adrenocortical hormone levels in anorexia nervosa. DESIGN/METHODS: We searched MEDLINE and EMBASE for studies that reported at least one adrenocortical hormone, including dehydroepiandrosterone (DHEA), DHEA-sulphate (DHEA-S), progesterone, 17-hydroxyprogesterone, pregnenolone, cortisol (serum, urine, cerebrospinal fluid, and hair sample), aldosterone, androstenedione, and testosterone in patients with anorexia nervosa and normal-weight healthy controls from inception until October 2021. Means and standard deviations for each hormone were extracted from the studies to calculate a mean difference (MD). A pooled MD was then calculated by combining MDs of each study using the random-effects model. RESULTS: We included a total of 101 studies with over 2500 females with anorexia nervosa. Mean cortisol levels were significantly higher in anorexia nervosa as compared to normal-weight controls for multiple forms of measurement, including morning cortisol, 12-hour and 24-hour pooled serum cortisol, 24-hour urine cortisol, and after an overnight dexamethasone suppression test. In contrast, mean serum total testosterone and DHEA-S levels were significantly lower among patients with anorexia nervosa. CONCLUSIONS: Women with anorexia nervosa have higher cortisol levels and lower DHEA-S and testosterone levels compared to women without anorexia nervosa. This finding is important to consider when evaluating low-weight women for disorders involving the adrenal axis, especially Cushing's syndrome.",2023,Sep,Eur J Endocrinol,189,3,S64-S73,,10.1093/ejendo/lvad123,37669399,#37,Thavaraputta 2023,,Anorexia; medical aspects of ED,
Peripheral Biomarkers of Anorexia Nervosa: A Meta-Analysis.,Wu YK; Watson HJ; Del Re AC; Finch JE; Hardin SL; Dumain AS; Brownley KA; Baker JH,"The pathogenesis of anorexia nervosa (AN) has been hypothesized to involve several biological systems. However, reliable biomarkers for AN have yet to be established. This study was aimed to identify statistically significant and clinically meaningful peripheral biomarkers associated with AN. A systematic literature search was conducted to identify studies published in English from inception until 30 June 2022. We conducted two-level random-effects meta-analyses to examine the difference between AN and comparison groups across 52 distinct biomarkers and found that acylated ghrelin, adrenocorticotropic hormone (ACTH), carboxy-terminal collagen crosslinks (CTX), cholesterol, cortisol, des-acyl ghrelin, ghrelin, growth hormone (GH), obestatin, and soluble leptin receptor levels were significantly higher in cases of AN compared with those in non-AN controls. Conversely, C-reactive protein (CRP), CD3 positive, CD8, creatinine, estradiol, follicle-stimulating hormone (FSH), free thyroxine, free triiodothyronine, glucose, insulin, insulin-like growth factor 1 (IGF-1), leptin, luteinizing hormone, lymphocyte, and prolactin levels were significantly lower in AN compared with those in non-AN controls. Our findings indicate that peripheral biomarkers may be linked to the pathophysiology of AN, such as processes of adaptation to starvation. Scientific investigation into peripheral biomarkers may ultimately yield breakthroughs in personalized clinical care for AN.",2024,Jun,Nutrients,16,13,,,10.3390/nu16132095,38999843,#41,Wu 2024,,Anorexia; medical aspects of ED,
Shame and eating disorders symptoms: A meta-analysis.,Nechita DM; Bud S; David D,"OBJECTIVE: Numerous empirical studies and theoretical models posit that shame is a common experience among individuals across the eating disorder spectrum. In this study we aim to investigate the association between shame and eating disorders symptoms using a meta-analytical approach. METHOD: In this meta-analysis, we synthesized findings from 195 studies to examine the proposed association between shame and eating disorders symptoms. We looked at the associations with both general eating disorders symptoms and with specific eating disorders symptoms (i.e., anorexic, bulimic, and binge-eating symptoms). Moderation analyses testing for the effect of type of shame, type of eating symptoms, clinical status, quality of the study, age, and gender were conducted. RESULTS: Shame was significantly associated with a medium to large effect size with all types of eating disorders symptoms (rs between .40 and .52). Body shame (r = .55) and shame around eating (r = .59) were more strongly related with eating disorders pathology. Type of eating disorders symptoms did not moderate the relationship between shame and disturbed eating. DISCUSSION: Overall, the magnitude of the effect size of the association between shame and eating disorders symptoms is a medium to large one. Body shame and shame around eating seem to be the types of shame most closely tied with eating disorders symptoms, suggesting that directly targeting them in interventions might be highly beneficial. Findings highlight current gaps in the literature (e.g., mostly correlational studies, low quality studies) with implications for future research.",2021,Nov,Int J Eat Disord,54,11,1899-1945,,10.1002/eat.23583,34302369,#43,Nechita 2021,,ED phenomenology; psychological comorbidities,
Neuropsychological functioning in adult anorexia nervosa: A meta-analysis.,Stedal K; Broomfield C; Hay P; Touyz S; Scherer R,"Several studies have conceptualized neuropsychological dysfunction as part of the core pathology and defining behaviors seen in the eating disorder anorexia nervosa (AN). The aim of the current review was to synthesize the differences in neuropsychological test performance between individuals with AN and healthy controls, quantify and explain their heterogeneity. The search and screening procedures resulted in fifty studies that comprised 186 neuropsychological test results. Utilizing random-effects meta-analyses, the results revealed evidence for significant, moderate underperformance in people with AN in overall neuropsychological functioning (g¯ = -0.43, 95 % CI [-0.50, -0.36]). Weighted mean effect sizes ranged from g¯ = -0.53 for visuospatial abilities to g¯ = -0.10 for planning. Study and participant characteristics, including body mass index (BMI) and age, had significant moderator effects, especially on executive function, memory, and visuospatial abilities. The findings from the current study provide an extensive and comprehensive overview of the possible impairments in neuropsychological functioning in adult patients diagnosed with AN.",2021,Nov,Neurosci Biobehav Rev,130,,214-226,,10.1016/j.neubiorev.2021.08.021,34453951,#45,Stedal 2021,,Anorexia; Neurocognition,
Adiponectin in anorexia nervosa and its modifiers: A meta-regression study.,Tural U; Iosifescu DV,"OBJECTIVE: Adiponectin, which is secreted from adipose tissue, is a protein hormone. Although a large body of studies have found that circulating adiponectin levels increase in anorexia nervosa (AN) and caloric restriction, the effect of subtypes of AN and modifiers of adiponectin in AN are not yet known. METHODS: A systematic search of electronic databases was performed using the search terms ""adiponectin,"" ""anorexia nervosa,"" and ""eating disorder"" up to January 2021. All studies published in peer-reviewed journals, which included cases and control groups, were selected. The main outcome was the pooled standardized mean difference (SMD) in adiponectin levels between cases and controls, using the random-effects model. Modifiers of SMD were tested via meta-regression. Heterogeneity and publication bias were evaluated. RESULTS: Thirty-four studies met all eligibility criteria. The total sample of AN participants (Hedges' g = .765, p < .0001), and specifically the binge-eating/purging (Hedges' g = 1.211, p < .00001) and restrictive subtypes (Hedges' g = .913, p < .00001) of AN have increased adiponectin plasma levels compared with healthy controls. Meta-regression determined that insulin, IGF-1, BMI, triglyceride, resistin, glucose, IL-6 levels are significant modifiers of adiponectin levels. DISCUSSION: Compared with controls, adiponectin levels are higher in AN overall, and specifically in the binge-eating/purging and the restrictive AN subtypes. Many of metabolic parameters of glucose metabolism and pro-inflammatory molecules modify the relationship between AN and adiponectin levels. Adipose tissue is important to maintain metabolic stability. PUBLIC SIGNIFICANCE: Anorexia nervosa is a psychiatric disorder associated with a severe decrease in body weight and multiple metabolic abnormalities, including an increase in the hormone adiponectin. In this paper, we used meta-analysis, a powerful statistical method, to aggregate data from 34 rigorously selected research reports. This enabled us to understand the value of adiponectin to differentiate clinical subtypes of anorexia nervosa and the relations between adiponectin and other important metabolic parameters.",2022,Oct,Int J Eat Disord,55,10,1279-1290,,10.1002/eat.23753,35689560,#46,Tural 2022,,Anorexia; medical comorbidity,
Anhedonia in eating disorders: A meta-analysis and systematic review.,Dolan SC; Khindri R; Franko DL; Thomas JJ; Reilly EE; Eddy KT,"OBJECTIVE: Anhedonia, or loss of pleasure, is related to deficits in reward processing across a variety of psychiatric disorders. In light of research suggesting abnormal reward processing in eating disorders (EDs), the study of anhedonia in EDs may yield important insights into the role of reward in eating pathology. This meta-analysis and review aimed to provide both a quantitative and qualitative synthesis of the existing literature on this topic. METHOD: We conducted this research (or these meta-analyses) according to PRISMA guidelines. We searched four databases for both peer-reviewed and unpublished literature, and included studies only if a self-report or clinical interview measure of anhedonia was administered to a sample with an ED diagnosis. RESULTS: We included 21 studies in the systematic review, and 10 studies in two meta-analyses that compared anhedonia between ED and control samples (n = 9 studies) and within different ED diagnoses (n = 5 studies). Meta-analyses revealed that anhedonia was significantly higher in ED groups compared to healthy controls, but there was no significant difference in anhedonia between ED diagnostic groups. A qualitative review of the literature also suggested that anhedonia may be correlated with increased ED symptom severity. DISCUSSION: Findings indicated that anhedonia is elevated in EDs and may be a relevant treatment target. Future research should examine how self-reported anhedonia may correlate with components of reward processing in EDs in order to improve theoretical models as well as targeted interventions.",2022,Feb,Int J Eat Disord,55,2,161-175,,10.1002/eat.23645,34811779,#47,Dolan 2022,,ED phenomenology; Symptom correlates of ED,
